time,E,I,C,delta_phi
38.5400,0.506049,0.053370,212.098012,0.200829
38.5600,0.506048,0.053369,212.053857,0.200261
38.5800,0.505982,0.053396,211.730293,0.196537
38.6000,0.505785,0.053578,211.422678,0.193904
38.6200,0.505747,0.053580,211.171488,0.191066
38.6400,0.505291,0.054398,208.061615,0.159155
38.6600,0.505326,0.054406,208.464043,0.162928
38.6800,0.504934,0.054199,208.135656,0.163109
38.7000,0.504998,0.054250,208.060388,0.161752
38.7200,0.505276,0.054129,209.643856,0.176263
38.7400,0.504899,0.053904,209.753237,0.180913
38.7600,0.504665,0.054004,209.249156,0.177318
38.7800,0.504397,0.053936,209.777011,0.185713
38.8000,0.504137,0.054178,209.020555,0.179671
38.8200,0.504066,0.054161,209.359227,0.184051
38.8400,0.504488,0.053846,210.534295,0.193707
38.8600,0.504000,0.054696,203.964043,0.136252
38.8800,0.503574,0.054537,208.293670,0.177501
38.9000,0.503916,0.054591,208.512027,0.176126
38.9200,0.503895,0.054576,209.093921,0.182473
38.9400,0.503989,0.054661,208.729399,0.177571
38.9600,0.503839,0.054780,207.668275,0.168298
38.9800,0.503806,0.054770,207.852578,0.170434
39.0000,0.503993,0.054656,208.540871,0.175577
39.0200,0.503811,0.054566,208.519146,0.177289
39.0400,0.503475,0.054619,208.129061,0.176816
39.0600,0.503524,0.054657,208.660315,0.181673
39.0800,0.503656,0.054761,207.520795,0.168798
39.1000,0.503866,0.054627,208.769876,0.179274
39.1200,0.503873,0.054621,208.852278,0.180079
39.1400,0.504193,0.054236,210.217671,0.192403
39.1600,0.504916,0.053543,213.401829,0.227275
39.1800,0.504499,0.053422,213.414601,0.231341
39.2000,0.504698,0.053458,212.849319,0.221657
39.2200,0.504535,0.053331,212.358797,0.216683
39.2400,0.504576,0.053361,212.558972,0.218942
39.2600,0.504135,0.053494,212.051018,0.216293
39.2800,0.503743,0.053396,209.659947,0.191438
39.3000,0.503363,0.053268,211.489335,0.217344
39.3200,0.503063,0.053454,208.555190,0.186886
39.3400,0.502220,0.054249,213.786123,0.260680
39.3600,0.502783,0.054445,214.435005,0.263109
39.3800,0.502744,0.054403,207.300600,0.177261
39.4000,0.503405,0.053507,213.687302,0.246151
39.4200,0.503489,0.053570,212.846666,0.233458
39.4400,0.503723,0.053711,214.571414,0.255467
39.4600,0.503522,0.053508,214.711938,0.259909
39.4800,0.504061,0.053243,215.659184,0.269215
39.5000,0.504197,0.053095,216.707649,0.284991
39.5200,0.504239,0.053085,215.591485,0.266559
39.5400,0.503917,0.052873,217.326179,0.298399
39.5600,0.503869,0.052899,216.340907,0.282431
39.5800,0.503589,0.052720,218.767780,0.327338
39.6000,0.503857,0.052497,218.941000,0.327923
39.6200,0.503689,0.052975,219.510059,0.339711
39.6400,0.503669,0.052977,215.114665,0.265008
39.6600,0.503577,0.052662,216.822754,0.293654
39.6800,0.503580,0.052667,216.856787,0.294189
39.7000,0.503888,0.052968,216.459479,0.284102
39.7200,0.504015,0.052860,215.733826,0.271246
39.7400,0.504138,0.052735,217.924229,0.306666
39.7600,0.504012,0.052409,219.177555,0.330796
39.7800,0.503879,0.052903,218.571036,0.320569
39.8000,0.503914,0.052829,218.024419,0.310561
39.8200,0.503716,0.052506,219.883659,0.346951
39.8400,0.503786,0.052608,219.189716,0.333114
39.8600,0.503871,0.052765,218.743946,0.323920
39.8800,0.503852,0.052739,218.933304,0.327590
39.9000,0.503736,0.052235,219.960758,0.348492
39.9200,0.503817,0.052703,218.901566,0.327409
39.9400,0.503812,0.052695,217.868701,0.309019
39.9600,0.503808,0.052688,217.887119,0.309389
39.9800,0.503800,0.052652,217.901538,0.309751
40.0000,0.503806,0.052716,217.849368,0.308715
40.0200,0.503808,0.052770,217.891240,0.309373
40.0400,0.503802,0.052778,218.014148,0.311580
40.0600,0.503808,0.052764,217.981360,0.310960
40.0800,0.503833,0.052737,217.945217,0.310096
40.1000,0.503871,0.052845,219.133380,0.330958
40.1200,0.503912,0.052351,220.240789,0.351932
40.1400,0.503868,0.052386,220.483303,0.357042
40.1600,0.503894,0.052395,220.253914,0.352331
40.1800,0.503931,0.052437,220.626332,0.359142
40.2000,0.503829,0.052414,223.181625,0.412737
40.2200,0.504021,0.051891,222.188799,0.390325
40.2400,0.504253,0.051328,224.011592,0.427772
40.2600,0.504357,0.051518,223.770172,0.421252
40.2800,0.504554,0.051826,223.712150,0.417813
40.3000,0.504448,0.051970,221.696709,0.375981
40.3200,0.504501,0.051910,221.805660,0.377776
40.3400,0.504419,0.051879,221.912864,0.380771
40.3600,0.504283,0.051834,221.820434,0.380220
40.3800,0.504132,0.051903,222.147184,0.388352
40.4000,0.503973,0.052242,224.025117,0.429890
40.4200,0.504269,0.051587,225.019134,0.450081
40.4400,0.504033,0.051661,223.674416,0.422154
40.4600,0.503843,0.051500,225.239254,0.459474
40.4800,0.503607,0.051621,225.589019,0.469943
40.5000,0.503572,0.051686,225.455090,0.467121
40.5200,0.503492,0.051656,225.066396,0.459019
40.5400,0.503358,0.051612,225.805888,0.477719
40.5600,0.503161,0.051421,226.475715,0.496039
40.5800,0.503776,0.051748,225.030034,0.455092
40.6000,0.503876,0.051747,225.648609,0.468415
40.6200,0.503820,0.051721,225.882428,0.474504
40.6400,0.503593,0.051939,226.416967,0.489381
40.6600,0.503560,0.051998,225.445640,0.466707
40.6800,0.503826,0.052211,223.785144,0.426121
40.7000,0.503500,0.052333,221.902776,0.389363
40.7200,0.503255,0.052539,221.605150,0.385743
40.7400,0.503196,0.052547,221.469734,0.383644
40.7600,0.503234,0.052527,222.674153,0.408154
40.7800,0.502672,0.052484,223.714694,0.437086
40.8000,0.502808,0.052336,223.439608,0.429628
40.8200,0.503247,0.052385,222.476243,0.403985
40.8400,0.503055,0.052483,221.163110,0.379130
40.8600,0.502512,0.052694,223.331505,0.430444
40.8800,0.503099,0.052377,219.812694,0.352444
40.9000,0.503532,0.052103,221.039200,0.371787
40.9200,0.503859,0.051555,222.617308,0.401291
40.9400,0.503474,0.051900,222.793875,0.408713
40.9600,0.503562,0.051784,222.612153,0.404036
40.9800,0.503644,0.051751,223.081237,0.413191
41.0000,0.503775,0.051836,221.952449,0.387993
41.0200,0.503681,0.051941,221.582825,0.381309
41.0400,0.503602,0.051960,221.529017,0.381032
41.0600,0.503847,0.051971,221.542780,0.378744
41.0800,0.503120,0.052802,216.624319,0.295224
41.1000,0.503264,0.052873,215.758782,0.279539
41.1200,0.503148,0.053028,215.434972,0.275575
41.1400,0.503272,0.053022,214.457181,0.259314
41.1600,0.503071,0.052931,214.297549,0.259296
41.1800,0.503245,0.053059,213.209568,0.241641
41.2000,0.503702,0.052685,216.131151,0.280972
41.2200,0.503013,0.053477,216.287396,0.290224
41.2400,0.503080,0.053399,213.866862,0.252436
41.2600,0.502772,0.053182,215.063748,0.274006
41.2800,0.502486,0.053092,215.074440,0.277686
41.3000,0.502529,0.053109,215.224909,0.279457
41.3200,0.502674,0.053157,214.756214,0.270518
41.3400,0.502855,0.053169,215.330494,0.277161
41.3600,0.502660,0.053157,215.338229,0.279588
41.3800,0.502369,0.053555,214.853532,0.275277
41.4000,0.502227,0.053564,213.578850,0.258335
41.4200,0.502131,0.053490,214.293634,0.269951
41.4400,0.502032,0.053616,213.691001,0.262348
41.4600,0.502273,0.053624,212.825441,0.247236
41.4800,0.502663,0.053525,212.707254,0.240970
41.5000,0.502874,0.053369,212.080758,0.230338
41.5200,0.502693,0.054186,213.910672,0.256765
41.5400,0.502356,0.054373,208.416967,0.192913
41.5600,0.502371,0.054408,209.086999,0.199722
41.5800,0.502046,0.054294,208.681694,0.199634
41.6000,0.501999,0.054463,211.096608,0.227484
41.6200,0.502080,0.054583,208.440529,0.196408
41.6400,0.501870,0.054339,208.329380,0.198237
41.6600,0.502085,0.054447,209.464306,0.207372
41.6800,0.502108,0.054455,207.976884,0.191517
41.7000,0.502381,0.054018,211.113642,0.223330
41.7200,0.502392,0.054023,210.859221,0.220084
41.7400,0.502576,0.053928,212.178608,0.234574
41.7600,0.502814,0.054470,211.190959,0.218620
41.7800,0.503038,0.054183,213.099657,0.241299
41.8000,0.502872,0.054549,211.674824,0.223934
41.8200,0.502822,0.054431,211.545540,0.222998
41.8400,0.502960,0.054430,211.061100,0.215366
41.8600,0.503107,0.054464,211.344238,0.217163
41.8800,0.503173,0.053892,211.845310,0.223340
41.9000,0.503248,0.054028,211.484612,0.217779
41.9200,0.503311,0.054056,210.967927,0.210667
41.9400,0.503466,0.054522,212.252598,0.224782
41.9600,0.503440,0.054571,209.890244,0.196051
41.9800,0.503440,0.054579,209.942072,0.196638
42.0000,0.503439,0.054421,209.933666,0.196709
42.0200,0.503439,0.054415,210.677321,0.205400
42.0400,0.503452,0.054413,210.698367,0.205512
42.0600,0.503550,0.055432,209.571238,0.190421
42.0800,0.503558,0.055460,208.664914,0.180550
42.1000,0.503565,0.055422,209.130033,0.185449
42.1200,0.503532,0.055286,209.250099,0.187236
42.1400,0.503466,0.055765,207.298456,0.167715
42.1600,0.503473,0.055767,206.897145,0.163938
42.1800,0.503372,0.055955,206.444168,0.160812
42.2000,0.503384,0.055947,206.827057,0.164089
42.2200,0.503260,0.055935,206.985479,0.166897
42.2400,0.503279,0.055918,207.004241,0.166881
42.2600,0.503213,0.056138,209.434318,0.191871
42.2800,0.502865,0.055016,213.477221,0.247721
42.3000,0.502931,0.054878,216.793541,0.298072
42.3200,0.502487,0.053704,220.555267,0.372561
42.3400,0.502445,0.053678,221.108717,0.384016
42.3600,0.502519,0.053560,220.853699,0.378179
42.3800,0.502208,0.054169,217.413911,0.317987
42.4000,0.502027,0.053908,220.926385,0.385406
42.4200,0.501798,0.053783,221.845468,0.407034
42.4400,0.501766,0.053842,223.594667,0.444451
42.4600,0.501263,0.053596,224.830167,0.479103
42.4800,0.501440,0.053430,224.718172,0.474286
42.5000,0.501874,0.054160,223.518914,0.441061
42.5200,0.501564,0.053986,221.384667,0.400568
42.5400,0.501891,0.054536,219.588201,0.360697
42.5600,0.501432,0.054712,217.159751,0.323293
42.5800,0.501561,0.054639,216.788758,0.315379
42.6000,0.501512,0.054695,217.002165,0.319566
42.6200,0.501333,0.054417,217.279898,0.326988
42.6400,0.501585,0.054685,217.607692,0.328906
42.6600,0.501343,0.054598,219.700677,0.370103
42.6800,0.501618,0.054417,220.905169,0.389827
42.7000,0.501420,0.054198,222.000231,0.414866
42.7200,0.501743,0.053901,223.415528,0.440794
42.7400,0.501157,0.054798,216.516116,0.316283
42.7600,0.500695,0.054703,220.235051,0.389435
42.7800,0.500297,0.054864,218.907102,0.370308
42.8000,0.499911,0.054858,219.424770,0.385887
42.8200,0.499260,0.054865,219.504821,0.397994
42.8400,0.499328,0.054873,219.562199,0.397915
42.8600,0.499545,0.055192,219.920752,0.400785
42.8800,0.499030,0.054567,219.255843,0.397545
42.9000,0.498740,0.054696,217.156969,0.365215
42.9200,0.498520,0.054393,219.075660,0.403287
42.9400,0.498374,0.054336,218.382673,0.393402
42.9600,0.498318,0.054297,219.948184,0.423359
42.9800,0.497735,0.054572,221.405318,0.462460
43.0000,0.498026,0.054091,219.614235,0.422584
43.0200,0.497880,0.054172,220.099557,0.434440
43.0400,0.497788,0.054197,219.064242,0.416700
43.0600,0.497335,0.053883,220.951290,0.461774
43.0800,0.497120,0.053837,221.139697,0.469783
43.1000,0.497476,0.053952,221.892686,0.477964
43.1200,0.497786,0.054436,219.145300,0.417988
43.1400,0.497967,0.054305,221.371144,0.457681
43.1600,0.497587,0.054139,221.347442,0.464560
43.1800,0.497233,0.054359,220.886688,0.462000
43.2000,0.496728,0.054546,220.447475,0.463294
43.2200,0.496409,0.054890,220.426149,0.469101
43.2400,0.496497,0.054978,221.189821,0.482250
43.2600,0.496516,0.054982,220.014886,0.458865
43.2800,0.496353,0.054999,218.962820,0.442559
43.3000,0.495651,0.055877,219.760129,0.471542
43.3200,0.495441,0.056147,217.016447,0.426873
43.3400,0.495256,0.056305,217.954470,0.446967
43.3600,0.495321,0.056323,218.515764,0.455448
43.3800,0.495421,0.056392,216.352873,0.416105
43.4000,0.495422,0.056391,216.394669,0.416755
43.4200,0.495604,0.056508,215.473879,0.397894
43.4400,0.495590,0.056504,215.654982,0.401044
43.4600,0.495633,0.056501,215.144000,0.392159
43.4800,0.495650,0.056455,216.079286,0.406546
43.5000,0.495460,0.056237,217.778800,0.439414
43.5200,0.496061,0.056839,219.619622,0.459077
43.5400,0.495630,0.056537,217.451509,0.429721
43.5600,0.495784,0.056606,216.956132,0.417886
43.5800,0.496013,0.056171,217.637011,0.424987
43.6000,0.496099,0.056154,217.692824,0.424121
43.6200,0.496165,0.056136,217.817988,0.424923
43.6400,0.495977,0.056185,217.567487,0.424534
43.6600,0.496201,0.056431,216.174330,0.396249
43.6800,0.496236,0.056457,215.752877,0.388739
43.7000,0.496058,0.056456,215.434176,0.387500
43.7200,0.496097,0.056500,215.052200,0.380731
43.7400,0.496305,0.056708,215.001424,0.375348
43.7600,0.496162,0.056684,213.734711,0.359666
43.7800,0.495988,0.056757,213.201049,0.355770
43.8000,0.495865,0.056521,213.967429,0.369520
43.8200,0.496070,0.056908,212.816353,0.348585
43.8400,0.496060,0.056935,211.089815,0.326436
43.8600,0.496194,0.057229,209.721709,0.307215
43.8800,0.496225,0.057090,208.778615,0.296461
43.9000,0.496275,0.057086,208.389938,0.291376
43.9200,0.496344,0.057241,208.285575,0.288732
43.9400,0.496368,0.057207,208.215327,0.287555
43.9600,0.496370,0.057206,208.256315,0.287921
43.9800,0.496372,0.057218,210.032582,0.307011
44.0000,0.496357,0.056563,211.786326,0.329273
44.0200,0.496357,0.056562,211.488174,0.325490
44.0400,0.496373,0.056694,211.080103,0.319952
44.0600,0.496370,0.056676,210.968337,0.318667
44.0800,0.496350,0.056714,211.673098,0.327817
44.1000,0.496359,0.056583,213.201175,0.348087
44.1200,0.496260,0.056636,213.881182,0.359738
44.1400,0.496279,0.056667,213.227374,0.350059
44.1600,0.496313,0.056531,214.222936,0.363705
44.1800,0.496118,0.056694,212.671823,0.345816
44.2000,0.496036,0.056622,213.069196,0.353046
44.2200,0.496059,0.056528,214.854573,0.378488
44.2400,0.496038,0.056444,213.966778,0.365870
44.2600,0.495836,0.056605,210.470759,0.324114
44.2800,0.495707,0.056836,213.310530,0.363289
44.3000,0.495648,0.056661,210.970067,0.334146
44.3200,0.495795,0.056899,210.491531,0.324957
44.3400,0.495712,0.056925,210.185675,0.323156
44.3600,0.495716,0.056921,210.538576,0.327222
44.3800,0.495720,0.056927,209.836225,0.318974
44.4000,0.495359,0.057574,206.554368,0.293302
44.4200,0.495105,0.057862,207.025166,0.302960
44.4400,0.495180,0.057804,207.163049,0.302599
44.4600,0.495421,0.058178,205.744796,0.284457
44.4800,0.495361,0.058193,205.669626,0.285151
44.5000,0.495596,0.058048,206.458729,0.286751
44.5200,0.496051,0.057951,206.919510,0.281094
44.5400,0.496358,0.058550,208.564283,0.290001
44.5600,0.496697,0.057846,209.902344,0.298203
44.5800,0.496654,0.057831,210.207101,0.302597
44.6000,0.497128,0.058256,210.432008,0.295269
44.6200,0.496559,0.058269,208.133989,0.281719
44.6400,0.496879,0.058431,207.088229,0.264997
44.6600,0.496528,0.058466,205.767358,0.260616
44.6800,0.496635,0.058459,205.312366,0.254779
44.7000,0.496557,0.058440,205.062367,0.254459
44.7200,0.496182,0.058411,205.430648,0.265192
44.7400,0.496069,0.058495,205.296168,0.266448
44.7600,0.495898,0.058395,206.134471,0.277048
44.7800,0.496360,0.058448,207.044124,0.275214
44.8000,0.496260,0.058450,206.616362,0.273458
44.8200,0.496052,0.058329,206.751695,0.279186
44.8400,0.496030,0.058314,207.969205,0.291137
44.8600,0.495314,0.057847,208.033062,0.307896
44.8800,0.495680,0.057870,205.885465,0.280201
44.9000,0.496212,0.057779,207.674882,0.284917
44.9200,0.497137,0.058517,207.186473,0.260664
44.9400,0.496878,0.058450,205.969135,0.255166
44.9600,0.496640,0.058464,205.401198,0.255373
44.9800,0.496810,0.058549,204.439208,0.244566
45.0000,0.497291,0.058498,206.298653,0.249703
45.0200,0.496964,0.058419,207.198118,0.264311
45.0400,0.497161,0.058236,207.097731,0.259645
45.0600,0.497000,0.058096,207.331823,0.265153
45.0800,0.496036,0.057134,208.475385,0.297268
45.1000,0.495844,0.057137,208.462261,0.301267
45.1200,0.495720,0.057113,209.058883,0.310240
45.1400,0.496090,0.057259,207.000024,0.281676
45.1600,0.496366,0.056920,209.317951,0.299443
45.1800,0.496085,0.057355,208.669990,0.298028
45.2000,0.495903,0.057692,210.054557,0.316759
45.2200,0.495944,0.057631,208.789121,0.302013
45.2400,0.495222,0.057507,211.197121,0.345544
45.2600,0.495123,0.057495,211.444275,0.350884
45.2800,0.494771,0.057665,211.217417,0.355950
45.3000,0.494684,0.057710,211.136898,0.356922
45.3200,0.494554,0.057807,210.715737,0.354755
45.3400,0.494241,0.057756,211.562923,0.372635
45.3600,0.494544,0.057939,211.365847,0.362813
45.3800,0.494572,0.057962,210.729217,0.354325
45.4000,0.494616,0.057944,210.769000,0.353800
45.4200,0.494593,0.057959,210.846193,0.355264
45.4400,0.494774,0.057706,210.347380,0.345363
45.4600,0.495194,0.057204,212.016575,0.356862
45.4800,0.495354,0.057191,212.239557,0.356193
45.5000,0.495184,0.057289,211.944743,0.356079
45.5200,0.495407,0.057097,212.056469,0.352712
45.5400,0.495091,0.057655,210.128986,0.335597
45.5600,0.495118,0.057655,210.424693,0.338444
45.5800,0.495557,0.057094,210.287640,0.327572
45.6000,0.495650,0.056976,211.146638,0.335954
45.6200,0.495876,0.057300,210.894882,0.327629
45.6400,0.495702,0.057450,209.137354,0.311136
45.6600,0.495878,0.057304,208.896906,0.304898
45.6800,0.495853,0.057304,209.091940,0.307516
45.7000,0.495711,0.057184,208.883816,0.308492
45.7200,0.495606,0.057124,209.274103,0.315037
45.7400,0.495628,0.057130,209.361007,0.315505
45.7600,0.495762,0.057171,208.918595,0.307774
45.7800,0.495956,0.057249,209.617002,0.311102
45.8000,0.495915,0.057245,209.111562,0.306455
45.8200,0.495966,0.057333,208.974512,0.303787
45.8400,0.495874,0.057413,208.623779,0.302002
45.8600,0.495917,0.057457,207.948159,0.294191
45.8800,0.495830,0.057557,207.646977,0.293027
45.9000,0.495884,0.057705,206.727402,0.283175
45.9200,0.495967,0.058109,206.414989,0.278251
45.9400,0.495931,0.058067,205.655022,0.272675
45.9600,0.495925,0.058680,205.063262,0.267550
45.9800,0.495926,0.058275,207.709118,0.290864
46.0000,0.495918,0.058184,207.382786,0.288003
46.0200,0.495919,0.058205,208.190564,0.295821
46.0400,0.495886,0.057768,208.369282,0.298780
46.0600,0.495862,0.057755,208.820669,0.303985
46.0800,0.495867,0.057727,209.020365,0.306035
46.1000,0.495828,0.057866,209.035058,0.306880
46.1200,0.495776,0.057872,210.007426,0.318776
46.1400,0.495773,0.057916,211.155988,0.332459
46.1600,0.495690,0.057698,211.105491,0.333854
46.1800,0.495585,0.057657,211.084026,0.335928
46.2000,0.495622,0.057699,210.695004,0.330369
46.2200,0.495700,0.057778,210.664838,0.328224
46.2400,0.495614,0.058047,208.927938,0.310240
46.2600,0.495673,0.057941,208.604294,0.305654
46.2800,0.495616,0.057999,208.416273,0.304896
46.3000,0.495654,0.057987,208.527524,0.305228
46.3200,0.495693,0.058037,208.310863,0.302112
46.3400,0.495699,0.058037,208.291770,0.301783
46.3600,0.495543,0.058188,207.351277,0.295873
46.3800,0.495499,0.058204,207.459969,0.297855
46.4000,0.495863,0.058706,205.750680,0.274306
46.4200,0.495974,0.058657,206.261293,0.276232
46.4400,0.495728,0.058962,203.745946,0.262114
46.4600,0.495629,0.058850,203.994580,0.266057
46.4800,0.495958,0.059297,203.219051,0.253407
46.5000,0.495652,0.059720,199.808004,0.242791
46.5200,0.495568,0.059728,200.979149,0.249402
46.5400,0.495952,0.059106,203.005283,0.252398
46.5600,0.495923,0.059085,203.202255,0.254263
46.5800,0.495802,0.059196,203.685262,0.259866
46.6000,0.496115,0.059229,203.249131,0.250314
46.6200,0.495911,0.059424,205.930729,0.274055
46.6400,0.496250,0.058776,206.032271,0.268321
46.6600,0.496118,0.058731,205.839094,0.269546
46.6800,0.496155,0.058732,206.101724,0.270936
46.7000,0.496015,0.058647,206.022933,0.273344
46.7200,0.495710,0.058718,205.415036,0.274905
46.7400,0.495966,0.058837,203.867654,0.257893
46.7600,0.496544,0.059107,204.052324,0.246721
46.7800,0.496478,0.059152,204.609030,0.252012
46.8000,0.496618,0.059009,204.503944,0.248494
46.8200,0.496482,0.059040,205.278095,0.257082
46.8400,0.496305,0.059041,206.508515,0.270980
46.8600,0.496992,0.057990,207.902670,0.270901
46.8800,0.496899,0.058041,207.289075,0.266827
46.9000,0.496731,0.057977,207.707772,0.274293
46.9200,0.496678,0.057955,208.009631,0.278347
46.9400,0.496517,0.057864,208.340185,0.285073
46.9600,0.496267,0.058258,206.393943,0.271553
46.9800,0.496627,0.058646,204.373520,0.247729
47.0000,0.496535,0.058678,203.302221,0.242384
47.0200,0.496957,0.059073,200.858398,0.220293
47.0400,0.497163,0.059046,202.971310,0.227295
47.0600,0.497057,0.058985,202.896606,0.229014
47.0800,0.497328,0.059395,200.292681,0.210248
47.1000,0.497288,0.059411,200.174193,0.210549
47.1200,0.497529,0.059427,200.464145,0.207028
47.1400,0.498153,0.059959,201.381514,0.198905
47.1600,0.497751,0.059954,200.530842,0.202559
47.1800,0.497577,0.060174,197.012146,0.195661
47.2000,0.497051,0.060328,198.211971,0.208122
47.2200,0.496841,0.060402,198.400156,0.212735
47.2400,0.496603,0.060286,198.424405,0.217767
47.2600,0.496597,0.060295,198.257279,0.217459
47.2800,0.496371,0.060605,198.478548,0.222389
47.3000,0.496258,0.060744,199.033231,0.226208
47.3200,0.496741,0.060612,194.163859,0.210619
47.3400,0.497264,0.059515,201.533780,0.216946
47.3600,0.496784,0.059257,202.416573,0.231432
47.3800,0.497028,0.059512,202.173540,0.224946
47.4000,0.496802,0.059576,201.123874,0.224123
47.4200,0.496198,0.060254,197.733477,0.224633
47.4400,0.495854,0.060200,199.010952,0.235269
47.4600,0.495526,0.060554,197.892765,0.239203
47.4800,0.495254,0.060366,199.361042,0.249436
47.5000,0.495328,0.060334,199.367995,0.247836
47.5200,0.495270,0.060363,199.279687,0.248806
47.5400,0.495495,0.060311,199.276522,0.243841
47.5600,0.495743,0.060414,198.433451,0.235863
47.5800,0.495645,0.060617,197.599532,0.235922
47.6000,0.495388,0.060907,199.474021,0.246293
47.6200,0.495823,0.060261,199.237437,0.236579
47.6400,0.495726,0.060394,199.269457,0.238672
47.6600,0.495466,0.060035,199.081831,0.244131
47.6800,0.495290,0.059985,199.082354,0.248112
47.7000,0.495007,0.059732,200.004248,0.257912
47.7200,0.494903,0.059844,200.328391,0.261465
47.7400,0.494881,0.059852,199.758016,0.259784
47.7600,0.494705,0.060140,200.892821,0.268134
47.7800,0.494837,0.059610,201.237184,0.267176
47.8000,0.494831,0.059624,201.133756,0.266812
47.8200,0.494953,0.059546,201.167207,0.264252
47.8400,0.494761,0.060144,199.455551,0.261210
47.8600,0.494665,0.060135,198.540174,0.260698
47.8800,0.494631,0.060238,198.772676,0.262024
47.9000,0.494731,0.060434,197.826608,0.257176
47.9200,0.494673,0.060153,198.190215,0.259610
47.9400,0.494638,0.060431,197.283483,0.258303
47.9600,0.494632,0.060458,197.102914,0.258120
47.9800,0.494681,0.060768,195.944254,0.255379
48.0000,0.494669,0.060905,194.136348,0.255562
48.0200,0.494669,0.060905,193.567015,0.256091
48.0400,0.494694,0.061221,192.801774,0.256314
48.0600,0.494691,0.061210,192.375511,0.257199
48.0800,0.494680,0.061161,192.593765,0.257081
48.1000,0.494684,0.061190,192.737599,0.256685
48.1200,0.494665,0.061250,191.556518,0.259713
48.1400,0.494645,0.061327,191.617608,0.259949
48.1600,0.494609,0.061280,191.704422,0.260598
48.1800,0.494625,0.061332,191.660971,0.260301
48.2000,0.494572,0.061459,190.412064,0.265266
48.2200,0.494396,0.061544,190.544114,0.268877
48.2400,0.494381,0.061500,189.641802,0.272711
48.2600,0.494198,0.061220,189.092803,0.279728
48.2800,0.493964,0.060667,190.490351,0.280267
48.3000,0.493875,0.060956,189.584927,0.285634
48.3200,0.493800,0.060973,190.158529,0.285190
48.3400,0.493797,0.060972,189.778799,0.286730
48.3600,0.493933,0.061160,189.112290,0.286089
48.3800,0.493918,0.061173,190.126621,0.282216
48.4000,0.494363,0.061416,188.072370,0.280671
48.4200,0.494252,0.061444,188.385145,0.281657
48.4400,0.494264,0.061431,188.211515,0.282275
48.4600,0.494510,0.061849,186.441490,0.286540
48.4800,0.494673,0.061821,186.923756,0.279664
48.5000,0.494761,0.061746,186.972679,0.277386
48.5200,0.494692,0.061732,187.155632,0.277881
48.5400,0.494922,0.062015,186.733264,0.274917
48.5600,0.495100,0.062299,187.791708,0.264266
48.5800,0.494496,0.061675,186.442597,0.287039
48.6000,0.494432,0.061650,186.944090,0.285347
48.6200,0.494351,0.061611,186.870023,0.287774
48.6400,0.494369,0.061592,187.395970,0.284175
48.6600,0.494618,0.061409,188.808957,0.270937
48.6800,0.494263,0.061001,189.689926,0.275791
48.7000,0.494718,0.061140,188.970120,0.268108
48.7200,0.495222,0.061294,189.740564,0.253069
48.7400,0.495157,0.061306,189.662607,0.254843
48.7600,0.495129,0.061300,189.596944,0.255759
48.7800,0.495490,0.061391,189.614229,0.247499
48.8000,0.495426,0.061410,189.205529,0.250679
48.8200,0.495266,0.061253,189.987071,0.251120
48.8400,0.495435,0.061193,190.883180,0.244239
48.8600,0.495531,0.061070,190.710484,0.242787
48.8800,0.495068,0.061060,191.188196,0.251665
48.9000,0.495314,0.061272,189.775533,0.250874
48.9200,0.495426,0.061248,190.140791,0.246963
48.9400,0.496227,0.061449,188.518730,0.236570
48.9600,0.496283,0.061417,189.511929,0.230825
48.9800,0.496369,0.061434,189.380390,0.229557
49.0000,0.496703,0.061973,186.977470,0.234828
49.0200,0.496698,0.061979,189.038684,0.223778
49.0400,0.496268,0.062417,185.485024,0.253526
49.0600,0.496428,0.062611,182.871901,0.271790
49.0800,0.496783,0.061994,186.517040,0.236110
49.1000,0.496515,0.061839,187.967453,0.233058
49.1200,0.496656,0.061703,188.676454,0.226631
49.1400,0.496640,0.061697,188.646411,0.227110
49.1600,0.496353,0.061813,187.925319,0.236680
49.1800,0.496040,0.061617,188.715106,0.239405
49.2000,0.496015,0.061604,188.022939,0.243501
49.2200,0.496311,0.061046,190.593298,0.226421
49.2400,0.496331,0.061032,190.156877,0.227603
49.2600,0.496218,0.061041,190.349188,0.229243
49.2800,0.495948,0.061290,189.608067,0.237651
49.3000,0.495744,0.061271,189.464153,0.242688
49.3200,0.495591,0.061198,189.679869,0.245201
49.3400,0.495369,0.061161,189.681408,0.250149
49.3600,0.495356,0.061164,189.838926,0.249776
49.3800,0.495721,0.060739,190.974033,0.238099
49.4000,0.495681,0.060768,190.742616,0.239691
49.4200,0.495738,0.060804,190.496130,0.239243
49.4400,0.496243,0.060979,192.233917,0.223342
49.4600,0.496030,0.060944,191.528360,0.229597
49.4800,0.495947,0.060867,192.011784,0.230229
49.5000,0.495881,0.060885,191.803774,0.232147
49.5200,0.496429,0.059810,194.418026,0.217656
49.5400,0.496921,0.059883,196.926584,0.208696
49.5600,0.496673,0.059451,197.755228,0.215594
49.5800,0.496495,0.059840,198.042001,0.219494
49.6000,0.496845,0.059322,198.005800,0.212753
49.6200,0.496845,0.059322,197.756530,0.212224
49.6400,0.496812,0.059327,197.602092,0.212571
49.6600,0.496796,0.059300,197.644805,0.213007
49.6800,0.496675,0.059359,197.038767,0.214348
49.7000,0.496454,0.059639,196.983242,0.218558
