time,regime
39.96,stable
39.98,stable
40.0,stable
40.02,stable
40.04,stable
40.06,stable
40.08,stable
40.1,stable
40.12,stable
40.14,stable
40.16,stable
40.18,stable
40.2,stable
40.22,stable
40.24,stable
40.26,stable
40.28,stable
40.3,stable
40.32,stable
40.34,stable
40.36,stable
40.38,stable
40.4,stable
40.42,stable
40.44,stable
40.46,stable
40.48,stable
40.5,stable
40.52,stable
40.54,stable
40.56,stable
40.58,stable
40.6,stable
40.62,stable
40.64,stable
40.66,stable
40.68,stable
40.7,stable
40.72,stable
40.74,stable
40.76,stable
40.78,stable
40.8,stable
40.82,stable
40.84,stable
40.86,stable
40.88,stable
40.9,stable
40.92,stable
40.94,stable
40.96,stable
40.98,stable
41.0,stable
41.02,stable
41.04,stable
41.06,stable
41.08,stable
41.1,stable
41.12,stable
41.14,stable
41.16,stable
41.18,stable
41.2,stable
41.22,stable
41.24,stable
41.26,stable
41.28,stable
41.3,stable
41.32,stable
41.34,stable
41.36,stable
41.38,stable
41.4,stable
41.42,stable
41.44,stable
41.46,stable
41.48,stable
41.5,stable
41.52,stable
41.54,stable
41.56,stable
41.58,stable
41.6,stable
41.62,stable
41.64,stable
41.66,stable
41.68,stable
41.7,stable
41.72,stable
41.74,stable
41.76,stable
41.78,stable
41.8,stable
41.82,stable
41.84,stable
41.86,stable
41.88,stable
41.9,stable
41.92,stable
41.94,stable
41.96,stable
41.98,stable
42.0,stable
42.02,stable
42.04,stable
42.06,stable
42.08,stable
42.1,stable
42.12,stable
42.14,stable
42.16,stable
42.18,stable
42.2,stable
42.22,stable
42.24,stable
42.26,stable
42.28,stable
42.3,stable
42.32,stable
42.34,stable
42.36,stable
42.38,stable
42.4,stable
42.42,stable
42.44,stable
42.46,stable
42.48,stable
42.5,stable
42.52,stable
42.54,stable
42.56,stable
42.58,stable
42.6,stable
42.62,stable
42.64,stable
42.66,stable
42.68,stable
42.7,stable
42.72,stable
42.74,stable
42.76,stable
42.78,stable
42.8,stable
42.82,stable
42.84,stable
42.86,stable
42.88,stable
42.9,stable
42.92,stable
42.94,stable
42.96,stable
42.98,stable
43.0,stable
43.02,stable
43.04,stable
43.06,stable
43.08,stable
43.1,stable
43.12,stable
43.14,stable
43.16,stable
43.18,stable
43.2,stable
43.22,stable
43.24,stable
43.26,stable
43.28,stable
43.3,stable
43.32,stable
43.34,stable
43.36,stable
43.38,stable
43.4,stable
43.42,stable
43.44,stable
43.46,stable
43.48,stable
43.5,stable
43.52,stable
43.54,stable
43.56,stable
43.58,stable
43.6,stable
43.62,stable
43.64,stable
43.66,stable
43.68,stable
43.7,stable
43.72,stable
43.74,stable
43.76,stable
43.78,stable
43.8,stable
43.82,stable
43.84,stable
43.86,stable
43.88,stable
43.9,stable
43.92,stable
43.94,stable
43.96,stable
43.98,stable
44.0,stable
44.02,stable
44.04,stable
44.06,stable
44.08,stable
44.1,stable
44.12,stable
44.14,stable
44.16,stable
44.18,stable
44.2,stable
44.22,stable
44.24,stable
44.26,stable
44.28,stable
44.3,stable
44.32,stable
44.34,stable
44.36,stable
44.38,stable
44.4,stable
44.42,stable
44.44,stable
44.46,stable
44.48,stable
44.5,stable
44.52,stable
44.54,stable
44.56,stable
44.58,stable
44.6,stable
44.62,stable
44.64,stable
44.66,stable
44.68,stable
44.7,stable
44.72,stable
44.74,stable
44.76,stable
44.78,stable
44.8,stable
44.82,stable
44.84,stable
44.86,stable
44.88,stable
44.9,stable
44.92,stable
44.94,stable
44.96,stable
44.98,stable
45.0,pre-instability
45.02,pre-instability
45.04,pre-instability
45.06,pre-instability
45.08,pre-instability
45.1,pre-instability
45.12,pre-instability
45.14,pre-instability
45.16,pre-instability
45.18,pre-instability
45.2,pre-instability
45.22,pre-instability
45.24,pre-instability
45.26,pre-instability
45.28,pre-instability
45.3,pre-instability
45.32,pre-instability
45.34,pre-instability
45.36,pre-instability
45.38,pre-instability
45.4,pre-instability
45.42,pre-instability
45.44,pre-instability
45.46,pre-instability
45.48,pre-instability
45.5,pre-instability
45.52,pre-instability
45.54,pre-instability
45.56,pre-instability
45.58,pre-instability
45.6,pre-instability
45.62,pre-instability
45.64,pre-instability
45.66,pre-instability
45.68,pre-instability
45.7,pre-instability
45.72,pre-instability
45.74,pre-instability
45.76,pre-instability
45.78,pre-instability
45.8,pre-instability
45.82,pre-instability
45.84,pre-instability
45.86,pre-instability
45.88,pre-instability
45.9,pre-instability
45.92,pre-instability
45.94,pre-instability
45.96,pre-instability
45.98,pre-instability
46.0,pre-instability
46.02,pre-instability
46.04,pre-instability
46.06,pre-instability
46.08,pre-instability
46.1,pre-instability
46.12,pre-instability
46.14,pre-instability
46.16,pre-instability
46.18,pre-instability
46.2,pre-instability
46.22,pre-instability
46.24,pre-instability
46.26,pre-instability
46.28,pre-instability
46.3,pre-instability
46.32,pre-instability
46.34,pre-instability
46.36,pre-instability
46.38,pre-instability
46.4,pre-instability
46.42,pre-instability
46.44,pre-instability
46.46,pre-instability
46.48,pre-instability
46.5,pre-instability
46.52,pre-instability
46.54,pre-instability
46.56,pre-instability
46.58,pre-instability
46.6,pre-instability
46.62,pre-instability
46.64,pre-instability
46.66,pre-instability
46.68,pre-instability
46.7,pre-instability
46.72,pre-instability
46.74,pre-instability
46.76,pre-instability
46.78,pre-instability
46.8,pre-instability
46.82,pre-instability
46.84,pre-instability
46.86,pre-instability
46.88,pre-instability
46.9,pre-instability
46.92,pre-instability
46.94,pre-instability
46.96,pre-instability
46.98,pre-instability
47.0,pre-instability
47.02,pre-instability
47.04,pre-instability
47.06,pre-instability
47.08,pre-instability
47.1,pre-instability
47.12,pre-instability
47.14,pre-instability
47.16,pre-instability
47.18,pre-instability
47.2,pre-instability
47.22,pre-instability
47.24,pre-instability
47.26,pre-instability
47.28,pre-instability
47.3,pre-instability
47.32,pre-instability
47.34,pre-instability
47.36,pre-instability
47.38,pre-instability
47.4,pre-instability
47.42,pre-instability
47.44,pre-instability
47.46,pre-instability
47.48,pre-instability
47.5,pre-instability
47.52,pre-instability
47.54,pre-instability
47.56,pre-instability
47.58,pre-instability
47.6,pre-instability
47.62,pre-instability
47.64,pre-instability
47.66,pre-instability
47.68,pre-instability
47.7,pre-instability
47.72,pre-instability
47.74,pre-instability
47.76,pre-instability
47.78,pre-instability
47.8,pre-instability
47.82,pre-instability
47.84,pre-instability
47.86,pre-instability
47.88,pre-instability
47.9,pre-instability
47.92,pre-instability
47.94,pre-instability
47.96,pre-instability
47.98,pre-instability
48.0,pre-instability
48.02,pre-instability
48.04,pre-instability
48.06,pre-instability
48.08,pre-instability
48.1,pre-instability
48.12,pre-instability
48.14,pre-instability
48.16,pre-instability
48.18,pre-instability
48.2,pre-instability
48.22,pre-instability
48.24,pre-instability
48.26,pre-instability
48.28,pre-instability
48.3,pre-instability
48.32,pre-instability
48.34,pre-instability
48.36,pre-instability
48.38,pre-instability
48.4,pre-instability
48.42,pre-instability
48.44,pre-instability
48.46,pre-instability
48.48,pre-instability
48.5,pre-instability
48.52,pre-instability
48.54,pre-instability
48.56,pre-instability
48.58,pre-instability
48.6,pre-instability
48.62,pre-instability
48.64,pre-instability
48.66,pre-instability
48.68,pre-instability
48.7,pre-instability
48.72,pre-instability
48.74,pre-instability
48.76,pre-instability
48.78,pre-instability
48.8,pre-instability
48.82,pre-instability
48.84,pre-instability
48.86,pre-instability
48.88,pre-instability
48.9,pre-instability
48.92,pre-instability
48.94,pre-instability
48.96,pre-instability
48.98,pre-instability
49.0,pre-instability
49.02,pre-instability
49.04,pre-instability
49.06,pre-instability
49.08,pre-instability
49.1,pre-instability
49.12,pre-instability
49.14,pre-instability
49.16,pre-instability
49.18,pre-instability
49.2,pre-instability
49.22,pre-instability
49.24,pre-instability
49.26,pre-instability
49.28,pre-instability
49.3,pre-instability
49.32,pre-instability
49.34,pre-instability
49.36,pre-instability
49.38,pre-instability
49.4,pre-instability
49.42,pre-instability
49.44,pre-instability
49.46,pre-instability
49.48,pre-instability
49.5,pre-instability
49.52,pre-instability
49.54,pre-instability
49.56,pre-instability
49.58,pre-instability
49.6,pre-instability
49.62,pre-instability
49.64,pre-instability
49.66,pre-instability
49.68,pre-instability
49.7,pre-instability
49.72,pre-instability
49.74,pre-instability
49.76,pre-instability
49.78,pre-instability
49.8,pre-instability
49.82,pre-instability
49.84,pre-instability
49.86,pre-instability
49.88,pre-instability
49.9,pre-instability
49.92,pre-instability
49.94,pre-instability
49.96,pre-instability
49.98,pre-instability
50.0,pre-instability
50.02,pre-instability
50.04,pre-instability
50.06,pre-instability
50.08,pre-instability
50.1,pre-instability
50.12,pre-instability
50.14,pre-instability
50.16,pre-instability
50.18,pre-instability
50.2,pre-instability
50.22,pre-instability
50.24,pre-instability
50.26,pre-instability
50.28,pre-instability
50.3,pre-instability
50.32,pre-instability
50.34,pre-instability
50.36,pre-instability
50.38,pre-instability
50.4,pre-instability
50.42,pre-instability
50.44,pre-instability
50.46,pre-instability
50.48,pre-instability
50.5,pre-instability
50.52,pre-instability
50.54,pre-instability
50.56,pre-instability
50.58,pre-instability
50.6,pre-instability
50.62,pre-instability
50.64,pre-instability
50.66,pre-instability
50.68,pre-instability
50.7,pre-instability
50.72,pre-instability
50.74,pre-instability
50.76,pre-instability
50.78,pre-instability
50.8,pre-instability
50.82,pre-instability
50.84,pre-instability
50.86,pre-instability
50.88,pre-instability
50.9,pre-instability
50.92,pre-instability
50.94,pre-instability
50.96,pre-instability
50.98,pre-instability
51.0,pre-instability
51.02,pre-instability
51.04,pre-instability
51.06,pre-instability
51.08,pre-instability
51.1,pre-instability
51.12,pre-instability
51.14,pre-instability
51.16,pre-instability
51.18,pre-instability
51.2,pre-instability
51.22,pre-instability
51.24,pre-instability
51.26,pre-instability
51.28,pre-instability
51.3,pre-instability
51.32,pre-instability
51.34,pre-instability
51.36,pre-instability
51.38,pre-instability
51.4,pre-instability
51.42,pre-instability
51.44,pre-instability
51.46,pre-instability
51.48,pre-instability
51.5,pre-instability
51.52,pre-instability
51.54,pre-instability
51.56,pre-instability
51.58,pre-instability
51.6,pre-instability
51.62,pre-instability
51.64,pre-instability
51.66,pre-instability
51.68,pre-instability
51.7,pre-instability
51.72,pre-instability
51.74,pre-instability
51.76,pre-instability
51.78,pre-instability
51.8,pre-instability
51.82,pre-instability
51.84,pre-instability
51.86,pre-instability
51.88,pre-instability
51.9,pre-instability
51.92,pre-instability
51.94,pre-instability
51.96,pre-instability
51.98,pre-instability
52.0,pre-instability
52.02,pre-instability
52.04,pre-instability
52.06,pre-instability
52.08,pre-instability
52.1,pre-instability
52.12,pre-instability
52.14,pre-instability
52.16,pre-instability
52.18,pre-instability
52.2,pre-instability
52.22,pre-instability
52.24,pre-instability
52.26,pre-instability
52.28,pre-instability
52.3,pre-instability
52.32,pre-instability
52.34,pre-instability
52.36,pre-instability
52.38,pre-instability
52.4,pre-instability
52.42,pre-instability
52.44,pre-instability
52.46,pre-instability
52.48,pre-instability
52.5,pre-instability
52.52,pre-instability
52.54,pre-instability
52.56,pre-instability
52.58,pre-instability
52.6,pre-instability
52.62,pre-instability
52.64,pre-instability
52.66,pre-instability
52.68,pre-instability
52.7,pre-instability
52.72,pre-instability
52.74,pre-instability
52.76,pre-instability
52.78,pre-instability
52.8,pre-instability
52.82,pre-instability
52.84,pre-instability
52.86,pre-instability
52.88,pre-instability
52.9,pre-instability
52.92,pre-instability
52.94,pre-instability
52.96,pre-instability
52.98,pre-instability
53.0,pre-instability
53.02,pre-instability
53.04,pre-instability
53.06,pre-instability
53.08,pre-instability
53.1,pre-instability
53.12,pre-instability
53.14,pre-instability
53.16,pre-instability
53.18,pre-instability
53.2,pre-instability
53.22,pre-instability
53.24,pre-instability
53.26,pre-instability
53.28,pre-instability
53.3,pre-instability
53.32,pre-instability
53.34,pre-instability
53.36,pre-instability
53.38,pre-instability
53.4,pre-instability
53.42,pre-instability
53.44,pre-instability
53.46,pre-instability
53.48,pre-instability
53.5,pre-instability
53.52,pre-instability
53.54,pre-instability
53.56,pre-instability
53.58,pre-instability
53.6,pre-instability
53.62,pre-instability
53.64,pre-instability
53.66,pre-instability
53.68,pre-instability
53.7,pre-instability
53.72,pre-instability
53.74,pre-instability
53.76,pre-instability
53.78,pre-instability
53.8,pre-instability
53.82,pre-instability
53.84,pre-instability
53.86,pre-instability
53.88,pre-instability
53.9,pre-instability
53.92,pre-instability
53.94,pre-instability
53.96,pre-instability
53.98,pre-instability
54.0,pre-instability
54.02,pre-instability
54.04,pre-instability
54.06,pre-instability
54.08,pre-instability
54.1,pre-instability
54.12,pre-instability
54.14,pre-instability
54.16,pre-instability
54.18,pre-instability
54.2,pre-instability
54.22,pre-instability
54.24,pre-instability
54.26,pre-instability
54.28,pre-instability
54.3,pre-instability
54.32,pre-instability
54.34,pre-instability
54.36,pre-instability
54.38,pre-instability
54.4,pre-instability
54.42,pre-instability
54.44,pre-instability
54.46,pre-instability
54.48,pre-instability
54.5,pre-instability
54.52,pre-instability
54.54,pre-instability
54.56,pre-instability
54.58,pre-instability
54.6,pre-instability
54.62,pre-instability
54.64,pre-instability
54.66,pre-instability
54.68,pre-instability
54.7,pre-instability
54.72,pre-instability
54.74,pre-instability
54.76,pre-instability
54.78,pre-instability
54.8,pre-instability
54.82,pre-instability
54.84,pre-instability
54.86,pre-instability
54.88,pre-instability
54.9,pre-instability
54.92,pre-instability
54.94,pre-instability
54.96,pre-instability
54.98,pre-instability
55.0,pre-instability
55.02,pre-instability
55.04,pre-instability
55.06,pre-instability
55.08,pre-instability
55.1,pre-instability
55.12,pre-instability
55.14,pre-instability
55.16,pre-instability
55.18,pre-instability
55.2,pre-instability
55.22,pre-instability
55.24,pre-instability
55.26,pre-instability
55.28,pre-instability
55.3,pre-instability
55.32,pre-instability
55.34,pre-instability
55.36,pre-instability
55.38,pre-instability
55.4,pre-instability
55.42,pre-instability
55.44,pre-instability
55.46,pre-instability
55.48,pre-instability
55.5,pre-instability
55.52,pre-instability
55.54,pre-instability
55.56,pre-instability
55.58,pre-instability
55.6,pre-instability
55.62,pre-instability
55.64,pre-instability
55.66,pre-instability
55.68,pre-instability
55.7,pre-instability
55.72,pre-instability
55.74,pre-instability
55.76,pre-instability
55.78,pre-instability
55.8,pre-instability
55.82,pre-instability
55.84,pre-instability
55.86,pre-instability
55.88,pre-instability
55.9,pre-instability
55.92,pre-instability
55.94,pre-instability
55.96,pre-instability
55.98,pre-instability
56.0,pre-instability
56.02,pre-instability
56.04,pre-instability
56.06,pre-instability
56.08,pre-instability
56.1,pre-instability
56.12,pre-instability
56.14,pre-instability
56.16,pre-instability
56.18,pre-instability
56.2,pre-instability
56.22,pre-instability
56.24,pre-instability
56.26,pre-instability
56.28,pre-instability
56.3,pre-instability
56.32,pre-instability
56.34,pre-instability
56.36,pre-instability
56.38,pre-instability
56.4,pre-instability
56.42,pre-instability
56.44,pre-instability
56.46,pre-instability
56.48,pre-instability
56.5,pre-instability
56.52,pre-instability
56.54,pre-instability
56.56,pre-instability
56.58,pre-instability
56.6,pre-instability
56.62,pre-instability
56.64,pre-instability
56.66,pre-instability
56.68,pre-instability
56.7,pre-instability
56.72,pre-instability
56.74,pre-instability
56.76,pre-instability
56.78,pre-instability
56.8,pre-instability
56.82,pre-instability
56.84,pre-instability
56.86,pre-instability
56.88,pre-instability
56.9,pre-instability
56.92,pre-instability
56.94,pre-instability
56.96,pre-instability
56.98,pre-instability
57.0,pre-instability
57.02,pre-instability
57.04,pre-instability
57.06,pre-instability
57.08,pre-instability
57.1,pre-instability
57.12,pre-instability
57.14,pre-instability
57.16,pre-instability
57.18,pre-instability
57.2,pre-instability
57.22,pre-instability
57.24,pre-instability
57.26,pre-instability
57.28,pre-instability
57.3,pre-instability
57.32,pre-instability
57.34,pre-instability
57.36,pre-instability
57.38,pre-instability
57.4,pre-instability
57.42,pre-instability
57.44,pre-instability
57.46,pre-instability
57.48,pre-instability
57.5,pre-instability
57.52,pre-instability
57.54,pre-instability
57.56,pre-instability
57.58,pre-instability
57.6,pre-instability
57.62,pre-instability
57.64,pre-instability
57.66,pre-instability
57.68,pre-instability
57.7,pre-instability
57.72,pre-instability
57.74,pre-instability
57.76,pre-instability
57.78,pre-instability
57.8,pre-instability
57.82,pre-instability
57.84,pre-instability
57.86,pre-instability
57.88,pre-instability
57.9,pre-instability
57.92,pre-instability
57.94,pre-instability
57.96,pre-instability
57.98,pre-instability
58.0,pre-instability
58.02,pre-instability
58.04,pre-instability
58.06,pre-instability
58.08,pre-instability
58.1,pre-instability
58.12,pre-instability
58.14,pre-instability
58.16,pre-instability
58.18,pre-instability
58.2,pre-instability
58.22,pre-instability
58.24,pre-instability
58.26,pre-instability
58.28,pre-instability
58.3,pre-instability
58.32,pre-instability
58.34,pre-instability
58.36,pre-instability
58.38,pre-instability
58.4,pre-instability
58.42,pre-instability
58.44,pre-instability
58.46,pre-instability
58.48,pre-instability
58.5,pre-instability
58.52,pre-instability
58.54,pre-instability
58.56,pre-instability
58.58,pre-instability
58.6,pre-instability
58.62,pre-instability
58.64,pre-instability
58.66,pre-instability
58.68,pre-instability
58.7,pre-instability
58.72,pre-instability
58.74,pre-instability
58.76,pre-instability
58.78,pre-instability
58.8,pre-instability
58.82,pre-instability
58.84,pre-instability
58.86,pre-instability
58.88,pre-instability
58.9,pre-instability
58.92,pre-instability
58.94,pre-instability
58.96,pre-instability
58.98,pre-instability
59.0,pre-instability
59.02,pre-instability
59.04,pre-instability
59.06,pre-instability
59.08,pre-instability
59.1,pre-instability
59.12,pre-instability
59.14,pre-instability
59.16,pre-instability
59.18,pre-instability
59.2,pre-instability
59.22,pre-instability
59.24,pre-instability
59.26,pre-instability
59.28,pre-instability
59.3,pre-instability
59.32,pre-instability
59.34,pre-instability
59.36,pre-instability
59.38,pre-instability
59.4,pre-instability
59.42,pre-instability
59.44,pre-instability
59.46,pre-instability
59.48,pre-instability
59.5,pre-instability
59.52,pre-instability
59.54,pre-instability
59.56,pre-instability
59.58,pre-instability
59.6,pre-instability
59.62,pre-instability
59.64,pre-instability
59.66,pre-instability
59.68,pre-instability
59.7,pre-instability
59.72,pre-instability
59.74,pre-instability
59.76,pre-instability
59.78,pre-instability
59.8,pre-instability
59.82,pre-instability
59.84,pre-instability
59.86,pre-instability
59.88,pre-instability
59.9,pre-instability
59.92,pre-instability
59.94,pre-instability
59.96,pre-instability
59.98,pre-instability
60.0,pre-instability
60.02,pre-instability
60.04,pre-instability
60.06,pre-instability
60.08,pre-instability
60.1,pre-instability
60.12,pre-instability
60.14,pre-instability
60.16,pre-instability
60.18,pre-instability
60.2,pre-instability
60.22,pre-instability
60.24,pre-instability
60.26,pre-instability
60.28,pre-instability
60.3,pre-instability
60.32,pre-instability
60.34,pre-instability
60.36,pre-instability
60.38,pre-instability
60.4,pre-instability
60.42,pre-instability
60.44,pre-instability
60.46,pre-instability
60.48,pre-instability
60.5,pre-instability
60.52,pre-instability
60.54,pre-instability
60.56,pre-instability
60.58,pre-instability
60.6,pre-instability
60.62,pre-instability
60.64,pre-instability
60.66,pre-instability
60.68,pre-instability
60.7,pre-instability
60.72,pre-instability
60.74,pre-instability
60.76,pre-instability
60.78,pre-instability
60.8,pre-instability
60.82,pre-instability
60.84,pre-instability
60.86,pre-instability
60.88,pre-instability
60.9,pre-instability
60.92,pre-instability
60.94,pre-instability
60.96,pre-instability
60.98,pre-instability
61.0,pre-instability
61.02,pre-instability
61.04,pre-instability
61.06,pre-instability
61.08,pre-instability
61.1,pre-instability
61.12,pre-instability
61.14,pre-instability
61.16,pre-instability
61.18,pre-instability
61.2,pre-instability
61.22,pre-instability
61.24,pre-instability
61.26,pre-instability
61.28,pre-instability
61.3,pre-instability
61.32,pre-instability
61.34,pre-instability
61.36,pre-instability
61.38,pre-instability
61.4,pre-instability
61.42,pre-instability
61.44,pre-instability
61.46,pre-instability
61.48,pre-instability
61.5,pre-instability
61.52,pre-instability
61.54,pre-instability
61.56,pre-instability
61.58,pre-instability
61.6,pre-instability
61.62,pre-instability
61.64,pre-instability
61.66,pre-instability
61.68,pre-instability
61.7,pre-instability
61.72,pre-instability
61.74,pre-instability
61.76,pre-instability
61.78,pre-instability
61.8,pre-instability
61.82,pre-instability
61.84,pre-instability
61.86,pre-instability
61.88,pre-instability
61.9,pre-instability
61.92,pre-instability
61.94,pre-instability
61.96,pre-instability
61.98,pre-instability
62.0,pre-instability
62.02,pre-instability
62.04,pre-instability
62.06,pre-instability
62.08,pre-instability
62.1,pre-instability
62.12,pre-instability
62.14,pre-instability
62.16,pre-instability
62.18,pre-instability
62.2,pre-instability
62.22,pre-instability
62.24,pre-instability
62.26,pre-instability
62.28,pre-instability
62.3,pre-instability
62.32,pre-instability
62.34,pre-instability
62.36,pre-instability
62.38,pre-instability
62.4,pre-instability
62.42,pre-instability
62.44,pre-instability
62.46,pre-instability
62.48,pre-instability
62.5,pre-instability
62.52,pre-instability
62.54,pre-instability
62.56,pre-instability
62.58,pre-instability
62.6,pre-instability
62.62,pre-instability
62.64,pre-instability
62.66,pre-instability
62.68,pre-instability
62.7,pre-instability
62.72,pre-instability
62.74,pre-instability
62.76,pre-instability
62.78,pre-instability
62.8,pre-instability
62.82,pre-instability
62.84,pre-instability
62.86,pre-instability
62.88,pre-instability
62.9,pre-instability
62.92,pre-instability
62.94,pre-instability
62.96,pre-instability
62.98,pre-instability
63.0,pre-instability
63.02,pre-instability
63.04,pre-instability
63.06,pre-instability
63.08,pre-instability
63.1,pre-instability
63.12,pre-instability
63.14,pre-instability
63.16,pre-instability
63.18,pre-instability
63.2,pre-instability
63.22,pre-instability
63.24,pre-instability
63.26,pre-instability
63.28,pre-instability
63.3,pre-instability
63.32,pre-instability
63.34,pre-instability
63.36,pre-instability
63.38,pre-instability
63.4,pre-instability
63.42,pre-instability
63.44,pre-instability
63.46,pre-instability
63.48,pre-instability
63.5,pre-instability
63.52,pre-instability
63.54,pre-instability
63.56,pre-instability
63.58,pre-instability
63.6,pre-instability
63.62,pre-instability
63.64,pre-instability
63.66,pre-instability
63.68,pre-instability
63.7,pre-instability
63.72,pre-instability
63.74,pre-instability
63.76,pre-instability
63.78,pre-instability
63.8,pre-instability
63.82,pre-instability
63.84,pre-instability
63.86,pre-instability
63.88,pre-instability
63.9,pre-instability
63.92,pre-instability
63.94,pre-instability
63.96,pre-instability
63.98,pre-instability
64.0,pre-instability
64.02,pre-instability
64.04,pre-instability
64.06,pre-instability
64.08,pre-instability
64.1,pre-instability
64.12,pre-instability
64.14,pre-instability
64.16,pre-instability
64.18,pre-instability
64.2,pre-instability
64.22,pre-instability
64.24,pre-instability
64.26,pre-instability
64.28,pre-instability
64.3,pre-instability
64.32,pre-instability
64.34,pre-instability
64.36,pre-instability
64.38,pre-instability
64.4,pre-instability
64.42,pre-instability
64.44,pre-instability
64.46,pre-instability
64.48,pre-instability
64.5,pre-instability
64.52,pre-instability
64.54,pre-instability
64.56,pre-instability
64.58,pre-instability
64.6,pre-instability
64.62,pre-instability
64.64,pre-instability
64.66,pre-instability
64.68,pre-instability
64.7,pre-instability
64.72,pre-instability
64.74,pre-instability
64.76,pre-instability
64.78,pre-instability
64.8,pre-instability
64.82,pre-instability
64.84,pre-instability
64.86,pre-instability
64.88,pre-instability
64.9,pre-instability
64.92,pre-instability
64.94,pre-instability
64.96,pre-instability
64.98,pre-instability
65.0,pre-instability
65.02,pre-instability
65.04,pre-instability
65.06,pre-instability
65.08,pre-instability
65.1,pre-instability
65.12,pre-instability
65.14,pre-instability
65.16,pre-instability
65.18,pre-instability
65.2,pre-instability
65.22,pre-instability
65.24,pre-instability
65.26,pre-instability
65.28,pre-instability
65.3,pre-instability
65.32,pre-instability
65.34,pre-instability
65.36,pre-instability
65.38,pre-instability
65.4,pre-instability
65.42,pre-instability
65.44,pre-instability
65.46,pre-instability
65.48,pre-instability
65.5,pre-instability
65.52,pre-instability
65.54,pre-instability
65.56,pre-instability
65.58,pre-instability
65.6,pre-instability
65.62,pre-instability
65.64,pre-instability
65.66,pre-instability
65.68,pre-instability
65.7,pre-instability
65.72,pre-instability
65.74,pre-instability
65.76,pre-instability
65.78,pre-instability
65.8,pre-instability
65.82,pre-instability
65.84,pre-instability
65.86,pre-instability
65.88,pre-instability
65.9,pre-instability
65.92,pre-instability
65.94,pre-instability
65.96,pre-instability
65.98,pre-instability
66.0,pre-instability
66.02,pre-instability
66.04,pre-instability
66.06,pre-instability
66.08,pre-instability
66.1,pre-instability
66.12,pre-instability
66.14,pre-instability
66.16,pre-instability
66.18,pre-instability
66.2,pre-instability
66.22,pre-instability
66.24,pre-instability
66.26,pre-instability
66.28,pre-instability
66.3,pre-instability
66.32,pre-instability
66.34,pre-instability
66.36,pre-instability
66.38,pre-instability
66.4,pre-instability
66.42,pre-instability
66.44,pre-instability
66.46,pre-instability
66.48,pre-instability
66.5,pre-instability
66.52,pre-instability
66.54,pre-instability
66.56,pre-instability
66.58,pre-instability
66.6,pre-instability
66.62,pre-instability
66.64,pre-instability
66.66,pre-instability
66.68,pre-instability
66.7,pre-instability
66.72,pre-instability
66.74,pre-instability
66.76,pre-instability
66.78,pre-instability
66.8,pre-instability
66.82,pre-instability
66.84,pre-instability
66.86,pre-instability
66.88,pre-instability
66.9,pre-instability
66.92,pre-instability
66.94,pre-instability
66.96,pre-instability
66.98,pre-instability
67.0,pre-instability
67.02,pre-instability
67.04,pre-instability
67.06,pre-instability
67.08,pre-instability
67.1,pre-instability
67.12,pre-instability
67.14,pre-instability
67.16,pre-instability
67.18,pre-instability
67.2,pre-instability
67.22,pre-instability
67.24,pre-instability
67.26,pre-instability
67.28,pre-instability
67.3,pre-instability
67.32,pre-instability
67.34,pre-instability
67.36,pre-instability
67.38,pre-instability
67.4,pre-instability
67.42,pre-instability
67.44,pre-instability
67.46,pre-instability
67.48,pre-instability
67.5,pre-instability
67.52,pre-instability
67.54,pre-instability
67.56,pre-instability
67.58,pre-instability
67.6,pre-instability
67.62,pre-instability
67.64,pre-instability
67.66,pre-instability
67.68,pre-instability
67.7,pre-instability
67.72,pre-instability
67.74,pre-instability
67.76,pre-instability
67.78,pre-instability
67.8,pre-instability
67.82,pre-instability
67.84,pre-instability
67.86,pre-instability
67.88,pre-instability
67.9,pre-instability
67.92,pre-instability
67.94,pre-instability
67.96,pre-instability
67.98,pre-instability
68.0,pre-instability
68.02,pre-instability
68.04,pre-instability
68.06,pre-instability
68.08,pre-instability
68.1,pre-instability
68.12,pre-instability
68.14,pre-instability
68.16,pre-instability
68.18,pre-instability
68.2,pre-instability
68.22,pre-instability
68.24,pre-instability
68.26,pre-instability
68.28,pre-instability
68.3,pre-instability
68.32,pre-instability
68.34,pre-instability
68.36,pre-instability
68.38,pre-instability
68.4,pre-instability
68.42,pre-instability
68.44,pre-instability
68.46,pre-instability
68.48,pre-instability
68.5,pre-instability
68.52,pre-instability
68.54,pre-instability
68.56,pre-instability
68.58,pre-instability
68.6,pre-instability
68.62,pre-instability
68.64,pre-instability
68.66,pre-instability
68.68,pre-instability
68.7,pre-instability
68.72,pre-instability
68.74,pre-instability
68.76,pre-instability
68.78,pre-instability
68.8,pre-instability
68.82,pre-instability
68.84,pre-instability
68.86,pre-instability
68.88,pre-instability
68.9,pre-instability
68.92,pre-instability
68.94,pre-instability
68.96,pre-instability
68.98,pre-instability
69.0,pre-instability
69.02,pre-instability
69.04,pre-instability
69.06,pre-instability
69.08,pre-instability
69.1,pre-instability
69.12,pre-instability
69.14,pre-instability
69.16,pre-instability
69.18,pre-instability
69.2,pre-instability
69.22,pre-instability
69.24,pre-instability
69.26,pre-instability
69.28,pre-instability
69.3,pre-instability
69.32,pre-instability
69.34,pre-instability
69.36,pre-instability
69.38,pre-instability
69.4,pre-instability
69.42,pre-instability
69.44,pre-instability
