time,delta_phi
42.76,1.9772659674104178
42.78,1.9254355251465116
42.8,2.211138539475309
42.82,1.770192524184953
42.84,1.9755610222677327
42.86,1.664690967520958
42.88,2.0776158531792683
42.9,1.5799744336352037
42.92,1.7511646325470807
42.94,1.8046005721306426
42.96,1.8700474211048446
42.98,2.112024528882851
43.0,1.7723516655813736
43.02,2.3896200973045714
43.04,1.5375784971264095
43.06,2.2982400626798083
43.08,2.079151643537988
43.1,1.400000464746017
43.12,1.9760512693941914
43.14,1.7527824890907806
43.16,1.2547835194403858
43.18,1.4122822591746549
43.2,1.9170266286422524
43.22,1.5588389068430324
43.24,1.8846247610532105
43.26,1.8691937204557523
43.28,1.7649996941630364
43.3,1.909154483413784
43.32,1.865849751961779
43.34,1.4081603213662155
43.36,1.654413656257555
43.38,1.883726649416864
43.4,1.7200824613105818
43.42,1.4746210238278432
43.44,1.467687930119013
43.46,2.1239947233061844
43.48,1.5812523256359035
43.5,1.4551863542121042
43.52,1.8647098273950105
43.54,1.4374598195777857
43.56,1.787272568722232
43.58,1.675847927678966
43.6,1.6984660033343413
43.62,1.4892392532485264
43.64,2.251867204342264
43.66,2.0287233986351527
43.68,1.8546602131918162
43.7,2.3322416175685485
43.72,1.2607055124349575
43.74,1.7808064351605535
43.76,1.972394737730201
43.78,1.907755381436771
43.8,1.988446753220356
43.82,1.6512178872772076
43.84,1.3931889580107937
43.86,1.9016516660562393
43.88,1.6898384470805194
43.9,1.4602865400224891
43.92,1.8146043318826106
43.94,1.8262817864664502
43.96,1.7526905755130622
43.98,1.5414798439881985
44.0,1.6516118912491817
44.02,1.6865040226994896
44.04,1.7269821428996552
44.06,1.6885680859312635
44.08,2.4206758461359112
44.1,1.875622601756504
44.12,1.6306579893339193
44.14,2.0946404589665937
44.16,2.2966237079224174
44.18,1.0232359056718097
44.2,1.9744217364613537
44.22,1.7661369420663764
44.24,1.947133208257812
44.26,1.6124892791260934
44.28,1.99055266451169
44.3,1.7027396578964098
44.32,1.5864358524780855
44.34,1.7290272642197333
44.36,1.6611700602507355
44.38,1.6666608460236445
44.4,1.769467543381142
44.42,1.48716779440102
44.44,1.611943690963733
44.46,1.8310856533281603
44.48,1.4637849001460144
44.5,1.861662942623968
44.52,1.2899745830606058
44.54,1.2299121357870688
44.56,1.4615943059323133
44.58,1.6073109907827796
44.6,1.6415416611685194
44.62,1.367796646385657
44.64,1.282756825199606
44.66,1.8431728969239656
44.68,1.8271041522148495
44.7,1.7341690015019382
44.72,1.5128373033417988
44.74,1.5837700492922457
44.76,1.1836598705973276
44.78,1.8045096753974479
44.8,1.2935881356794183
44.82,1.67274973051704
44.84,1.6881994742714854
44.86,1.8958709509659284
44.88,1.6678554010895057
44.9,1.5479326499474397
44.92,1.340797706253357
44.94,1.3729124152833712
44.96,1.4916543887372742
44.98,1.3406769572212163
45.0,1.8668565509259316
45.02,1.2297049514300344
45.04,1.2221875227989312
45.06,1.4704295260131963
45.08,1.8167839533544357
45.1,0.9848715337476264
45.12,1.294377205567169
45.14,1.7139886687283663
45.16,1.2332612799741736
45.18,1.7912999176246827
45.2,1.2330754720240948
45.22,1.843332168406544
45.24,1.5511157243235365
45.26,1.4539588665642817
45.28,1.5523337947529101
45.3,1.3055586179939809
45.32,1.9395347143918409
45.34,1.7811313696133022
45.36,1.4256221958722077
45.38,1.4065288304063834
45.4,1.7304015052615727
45.42,1.6617993420927244
45.44,1.6648660018339068
45.46,1.1603552583878696
45.48,1.8419585070888753
45.5,1.8848347774381031
45.52,2.37677756464136
45.54,1.957043056217333
45.56,2.00231909812785
45.58,1.4478126533775746
45.6,1.9015818251874261
45.62,1.7670731140606244
45.64,1.4273117739100603
45.66,2.122788013967376
45.68,2.2461528430232445
45.7,2.0400677287484617
45.72,1.4865980553374405
45.74,1.83585188572648
45.76,2.012129695490416
45.78,1.683650360935704
45.8,1.6111997856330946
45.82,2.0040842886739707
45.84,2.236104181074441
45.86,2.3392283407277623
45.88,2.3175377002237645
45.9,1.66636204403172
45.92,1.7885444392039493
45.94,2.0524817064606227
45.96,2.183081386972343
45.98,1.1321224064987523
46.0,1.8038372236269677
46.02,2.438497511838484
46.04,2.0238953266733573
46.06,1.9084142517669616
46.08,2.0574478701215266
46.1,2.298900525859873
46.12,2.3217189340590725
46.14,1.925968677757025
46.16,1.9486800715558321
46.18,1.4709948630691043
46.2,2.264320450265922
46.22,1.7843369682861827
46.24,1.8685334698471068
46.26,1.4730110662439744
46.28,1.8139424571058074
46.3,2.143874330275487
46.32,2.1261396585689663
46.34,1.5183650479279842
46.36,2.312319803491657
46.38,1.9727656256419985
46.4,1.9717649145766545
46.42,1.6851483469832143
46.44,1.220609869816863
46.46,1.6729926360992378
46.48,1.7573668422218731
46.5,1.815690827007312
46.52,1.8556619046585476
46.54,1.854802596874672
46.56,1.3618061480796193
46.58,1.8001134534528551
46.6,2.1584558173176873
46.62,2.191004916068777
46.64,2.0575918036888385
46.66,1.9682983653186
46.68,1.7765196837653543
46.7,1.8991944378844114
46.72,2.0537247611648985
46.74,2.0747855505177832
46.76,2.515498564370791
46.78,1.3222202235967873
46.8,2.6271404478985674
46.82,1.8622560599487128
46.84,2.18225926370839
46.86,2.3099746614608794
46.88,1.7049999535069453
46.9,1.617495374588836
46.92,1.8140041057232643
46.94,1.6011511141298105
46.96,2.100400959945789
46.98,1.977578881352743
47.0,1.8339917890665587
47.02,1.894025607692082
47.04,1.854454788385171
47.06,1.814058498929691
47.08,2.064517580301914
47.1,1.787345729203049
47.12,2.3915927988308185
47.14,2.039467646075634
47.16,2.4504768428847683
47.18,1.9276482212166073
47.2,1.7317471219534175
47.22,2.1727352202094385
47.24,2.288697230005026
47.26,1.4326070609034018
47.28,2.057360705288315
47.3,2.1638744834153267
47.32,1.7125223707029251
47.34,1.7919541483960828
47.36,2.068317145109157
47.38,1.6444006044316668
47.4,1.7176916772705837
47.42,1.7750935247278896
47.44,2.212070175060054
47.46,1.7986626314429734
47.48,1.5856784067620224
47.5,2.4528221381892013
47.52,1.8086540948514256
47.54,1.7501371526694594
47.56,1.6672711944247187
47.58,1.7771077286482022
47.6,1.859820876160199
47.62,1.7317121285137471
47.64,1.6207173207715027
47.66,1.657021207641703
47.68,1.9080488218190108
47.7,1.4274807013061948
47.72,1.8965231726071214
47.74,1.6524728799835424
47.76,1.5440034115702235
47.78,1.795863398725168
47.8,1.3937154091592323
47.82,1.2871423893382705
47.84,1.6811894299012888
47.86,1.73415920839895
47.88,1.321407612903772
47.9,1.3344259876289508
47.92,1.473416338068262
47.94,1.5409424681820174
47.96,1.8243884626242277
47.98,1.8284922760666666
48.0,1.4669148655675721
48.02,1.492322655900611
48.04,1.1031282439549872
48.06,1.8264140069349044
48.08,1.1776721364898624
48.1,1.16526298187655
48.12,1.1606116605830998
48.14,1.0763636958943255
48.16,1.5010946783843897
48.18,1.2668389181275403
48.2,1.3843061189401416
48.22,1.7354659149600586
48.24,1.490074267398097
48.26,1.3215567116483236
48.28,1.3193806301654134
48.3,1.5244483647233853
48.32,1.5317192956972394
48.34,1.6647084533432186
48.36,1.6973701603775646
48.38,1.7608052467504012
48.4,2.2890710537321817
48.42,2.19761318413899
48.44,1.8022788783204433
48.46,2.0396294770607137
48.48,2.0602556131241156
48.5,1.8702136248634853
48.52,1.7845713384475832
48.54,1.8845086882521735
48.56,2.273991369329001
48.58,2.7587056414158697
48.6,2.3550626728311572
48.62,1.8771024354209482
48.64,2.146139382512211
48.66,1.914372818504476
48.68,1.9467770394341162
48.7,2.7599305589691765
48.72,2.172952157559804
48.74,2.2854274215159514
48.76,2.221127588051925
48.78,2.9862981499083143
48.8,2.8836103221448357
48.82,2.6252984912802884
48.84,2.8301858290831334
48.86,2.986334397371864
48.88,2.545597111835999
48.9,2.1778046122222268
48.92,3.0851043834561733
48.94,2.455391602867772
48.96,2.521577853557303
48.98,3.3223521442475024
49.0,2.8100994836862183
49.02,3.0035273317206173
49.04,2.938652358751644
49.06,3.059807321445178
49.08,2.683943180306091
49.1,2.670463281170548
49.12,2.784850561534778
49.14,3.101806860409585
49.16,2.5278510556587737
49.18,2.314122093008041
49.2,2.991722066685766
49.22,2.625796676879846
49.24,2.315186885545411
49.26,2.151856745130776
49.28,2.498260768859925
49.3,2.5999534586160813
49.32,2.042390692880983
49.34,2.483006866124439
49.36,2.1409233322995833
49.38,2.2547621143221757
49.4,2.4334643328834855
49.42,2.3342335589560936
49.44,2.541002100342409
49.46,2.120466614275995
49.48,2.009414037183809
49.5,2.028931239408428
49.52,1.893299318280847
49.54,2.1621223281422814
49.56,1.8868685505837703
49.58,1.3068330675208586
49.6,2.1695345713733496
49.62,1.846303431716905
49.64,1.6410425768085388
49.66,1.2204504691498055
49.68,1.4001885355305341
49.7,1.3620139974957621
49.72,1.81901780172822
49.74,0.9353482685923438
49.76,1.507595183674184
49.78,0.9302714957995624
49.8,1.5036636965841
49.82,0.9506775546543837
49.84,0.9576686179596977
49.86,0.22262586447263819
49.88,0.7420070116758593
49.9,0.2770909443949607
49.92,0.38496825628271697
49.94,0.5417358216283569
49.96,0.7485498919435174
49.98,0.7093817476842303
50.0,0.4807278971731484
50.02,0.869017283593223
50.04,0.5649215148263306
50.06,0.8694772398998053
50.08,1.0809673791300791
50.1,0.23046380958268683
50.12,0.9426332994690705
50.14,1.2827190342289108
50.16,0.9634426407495885
50.18,0.42207887989051807
50.2,1.0040686306623776
50.22,1.3501444868926826
50.24,1.2088018999355876
50.26,1.666000546224785
50.28,1.8508990352311852
50.3,1.5028097912837055
50.32,1.4099524580998046
50.34,1.9626143800428628
50.36,1.5418245992062725
50.38,1.8040721865086236
50.4,2.1884982403157536
50.42,1.9246567106709882
50.44,1.5415504852004758
50.46,2.031215552144592
50.48,2.310215460890329
50.5,2.0225549737111597
50.52,1.9102359570645864
50.54,2.3501288393480713
50.56,2.1791088474461984
50.58,2.719059772370987
50.6,2.153092190315157
50.62,2.4123070312237154
50.64,2.700159230376166
50.66,3.271016015809255
50.68,2.8022445836805514
50.7,2.8922054934778996
50.72,2.696727167082098
50.74,2.3257207180752073
50.76,2.3902675366948207
50.78,2.440544459738219
50.8,2.815160960547282
50.82,3.0661784527292824
50.84,2.880895478325312
50.86,3.130659643010129
50.88,3.0441262016926376
50.9,2.889957664300601
50.92,3.031966483451541
50.94,2.380913925070636
50.96,2.5313789865823217
50.98,2.6308320821864606
51.0,2.7880009608982688
51.02,3.1522759617032974
51.04,2.779276519369197
51.06,3.153516076249155
51.08,3.242271137877012
51.1,2.7003912798327536
51.12,2.686134056643298
51.14,2.928947802102393
51.16,3.1458342827449752
51.18,2.659891145845485
51.2,2.2779010596460845
51.22,2.2357641581583527
51.24,2.3831500242766612
51.26,2.103378211129003
51.28,2.380935339951137
51.3,2.8959212701839037
51.32,2.635983616417571
51.34,2.6825041783906967
51.36,2.774914258274736
51.38,2.2880473271505353
51.4,2.4571345501530057
51.42,1.7504711301305655
51.44,2.3551647217916494
51.46,2.1242407502800025
51.48,2.2003783957516796
51.5,2.431200797746708
51.52,2.4174726069273533
51.54,1.6456560215177252
51.56,2.090126228746913
51.58,1.6045925352445012
51.6,1.5819854445422468
51.62,2.015539136587355
51.64,1.5666163154145112
51.66,1.9240856395041612
51.68,2.0171781532690765
51.7,1.793327589654917
51.72,1.4280279686250898
51.74,1.2793609990597687
51.76,0.8534459265990951
51.78,1.717640187695205
51.8,1.6982028973565417
51.82,2.134834741631365
51.84,1.4958509463718368
51.86,1.2725339014761001
51.88,1.6994178072974122
51.9,1.6164544223183026
51.92,0.8452634085777945
51.94,1.2055837194771226
51.96,1.1886689660077912
51.98,1.5069096536504791
52.0,1.6671460549908335
52.02,1.634795574493161
52.04,1.332315466576939
52.06,1.849888490532156
52.08,1.7636544440326138
52.1,2.0241949404199513
52.12,1.620218421224436
52.14,1.3430652207683649
52.16,1.8691480547333752
52.18,2.2300065225327006
52.2,1.7626289505374086
52.22,1.915552473826301
52.24,1.722958785192184
52.26,2.135039196242779
52.28,2.2428545779713907
52.3,1.9259523040720066
52.32,2.027973948083868
52.34,1.9256262922357181
52.36,2.02152722133719
52.38,2.3636762746219055
52.4,1.8498717198201653
52.42,2.252265791246072
52.44,2.621879776140299
52.46,1.8958757691663521
52.48,1.9320868702975316
52.5,2.0068421196275286
52.52,2.1729144516102075
52.54,2.444151120748527
52.56,2.4457429297739304
52.58,2.3040040561783126
52.6,2.4237743682644766
52.62,2.752470572875635
52.64,2.3125009380551345
52.66,2.770702167656188
52.68,2.527652201256256
52.7,2.4289743135454036
52.72,2.536360984550278
52.74,2.678943794227053
52.76,2.22431038804548
52.78,2.4844679018101905
52.8,2.1898191199772867
52.82,2.4514981628141426
52.84,2.529765790630161
52.86,2.447720812404401
52.88,2.537121817529667
52.9,2.5738255254731723
52.92,2.0811572059326977
52.94,1.8945779308042012
52.96,1.7221944566157215
52.98,2.1325954706700916
53.0,2.3513678525729227
53.02,2.60363305314001
53.04,2.740477899741996
53.06,2.1115883117179193
53.08,2.2611548333692206
53.1,2.0872136831004844
53.12,1.9706704767479886
53.14,2.17968217003457
53.16,2.102581039746109
53.18,2.596920270202593
53.2,2.2743283127901397
53.22,2.483217748937147
53.24,2.29283751679343
53.26,1.9661321899784658
53.28,2.345409740467344
53.3,2.621349538527414
53.32,1.9875822800915242
53.34,2.5914809675945394
53.36,2.060599772747809
53.38,2.506303858723247
53.4,2.380841241220685
53.42,1.8874166884996346
53.44,2.615494163017486
53.46,2.5229005866913923
53.48,2.58930196151383
53.5,1.4240645297322065
53.52,1.9066505050262907
53.54,2.5494232620719726
53.56,2.746981167643301
53.58,2.2032732373293387
53.6,2.8038011201233473
53.62,2.471956524395142
53.64,2.3599233436928797
53.66,2.446144894075953
53.68,2.5533144979345828
53.7,2.112605534507545
53.72,2.4192735500256246
53.74,2.623838089702195
53.76,1.888706951623422
53.78,2.3436755194643344
53.8,2.360023817518793
53.82,2.6370853795641147
53.84,2.7970622832378123
53.86,3.4222475591157875
53.88,2.3111312966998425
53.9,2.9099774003642036
53.92,2.325810904958059
53.94,2.367172188567649
53.96,2.533630910065423
53.98,2.7011898391745652
54.0,2.5823733031706495
54.02,2.500925697745231
54.04,2.9832329931920936
54.06,2.9665747627993326
54.08,2.549944378899586
54.1,2.1591057493403043
54.12,2.1795749109910196
54.14,2.3577154328349312
54.16,2.519138423952028
54.18,2.7965199709832773
54.2,2.1468940572822737
54.22,2.5770758891312027
54.24,2.742914099992785
54.26,2.59199340723718
54.28,2.007512078296913
54.3,1.6143521126191525
54.32,2.4737703658692576
54.34,2.19454210914766
54.36,2.5701823828342807
54.38,2.192827780033798
54.4,2.982821440056954
54.42,2.4973014635601922
54.44,2.257482470783724
54.46,2.342121409293172
54.48,2.893110864902062
54.5,2.1226354840810235
54.52,2.7030796605986316
54.54,2.5565884346827885
54.56,2.4565599674779226
54.58,2.1898754561003244
54.6,2.100166801220746
54.62,2.1324494630477506
54.64,3.0209256265223607
54.66,3.3319780176087255
54.68,2.2692594718121883
54.7,2.0146286611460953
54.72,2.3133753170548803
54.74,1.7882840288895079
54.76,1.8553507077318847
54.78,2.0176580462494895
54.8,2.3719768563177697
54.82,1.6576342243042326
54.84,1.9259542625306294
54.86,2.4530140592795147
54.88,1.8531667287400908
54.9,2.418968289236424
54.92,1.894294288758683
54.94,1.6787929810929165
54.96,2.2111444519443086
54.98,1.8066362695085942
55.0,2.8307888876342036
55.02,1.863785290143588
55.04,2.503725208809105
55.06,1.2636042013426345
55.08,1.8249117458090902
55.1,2.5592258323101906
55.12,1.7192733521844161
55.14,2.1273309653491164
55.16,2.2033604560690776
55.18,1.9146003863746224
55.2,2.1381158704822956
55.22,2.061007974138269
55.24,1.9203129994099348
55.26,2.274570971774993
55.28,2.14207146203206
55.3,1.9368306088246359
55.32,2.7815592427285636
55.34,2.0894422092931326
55.36,2.1387664101547537
55.38,2.6089569607535985
55.4,2.3112225575853174
55.42,2.486345879741784
55.44,2.054258099129055
55.46,2.405194478939563
55.48,2.7113028573727846
55.5,2.490325847961275
55.52,2.638948280835509
55.54,2.2311828900025823
55.56,2.5733983265095715
55.58,1.6671085163479626
55.6,2.8604965396603643
55.62,2.709999641831752
55.64,2.0043040300449175
55.66,2.8322111950939073
55.68,2.130169017417493
55.7,2.6978656980897506
55.72,3.3876118882508446
55.74,2.5879302035791416
55.76,2.3150070530669673
55.78,2.745644884499898
55.8,2.008561122254928
55.82,2.717748096832923
55.84,2.9537487282984385
55.86,2.7446061120882406
55.88,2.546507243007966
55.9,2.030709719665053
55.92,2.3423665216309164
55.94,2.040547477792775
55.96,2.583415175634476
55.98,2.83999439197544
56.0,2.8248047788620236
56.02,2.517977021493961
56.04,2.7258865699227433
56.06,2.8239298838805427
56.08,2.722964128047582
56.1,2.781633383524548
56.12,2.3477624935920316
56.14,2.5660914161064103
56.16,2.76889853360168
56.18,3.0673553527300985
56.2,2.214711206144425
56.22,2.4923685760157324
56.24,2.5071452149238094
56.26,1.9530058770898457
56.28,1.9884674527456074
56.3,2.954331270172177
56.32,2.522659242061933
56.34,2.335831287136763
56.36,2.6478943646207482
56.38,2.7926328685623556
56.4,3.0583319203436248
56.42,2.445025816511858
56.44,2.258818081635745
56.46,2.452513830878479
56.48,2.282093386687946
56.5,2.376643914756436
56.52,2.796497069740122
56.54,1.9947306268296932
56.56,2.4925865570863235
56.58,2.59173175222203
56.6,2.7357920555523276
56.62,2.320389417926957
56.64,3.086508449841112
56.66,3.034150993673781
56.68,1.849687091159523
56.7,2.6608587446409233
56.72,2.4997402881252246
56.74,2.4958385592044103
56.76,2.3294079790885074
56.78,2.355819769397295
56.8,2.9289126386822986
56.82,1.9266544563171941
56.84,2.27507481490287
56.86,2.329705278087408
56.88,2.0782374976402025
56.9,3.174428031027598
56.92,2.1842824970850283
56.94,2.7371505487887977
56.96,2.5054193255467156
56.98,2.629808098948591
57.0,2.7587694328347845
57.02,2.2387431772333977
57.04,2.8353933816894177
57.06,2.066707232022115
57.08,2.6945686648355567
57.1,2.181310380312989
57.12,2.611978677853749
57.14,2.5221026777748112
57.16,2.8674074559574336
57.18,2.6185422924544004
57.2,3.099577493871729
57.22,2.998188682256504
57.24,3.570889038593187
57.26,1.9794920739128117
57.28,2.718082081850936
57.3,2.5408997489636085
57.32,2.2775090130736757
57.34,2.527308057066434
57.36,3.0974456581946455
57.38,2.599542675505875
57.4,1.9946017756902117
57.42,2.8114802237062753
57.44,2.3974065493906163
57.46,2.7663678875387543
57.48,2.532171718315715
57.5,3.0535014953295265
57.52,2.8565039441661995
57.54,2.2698290228553084
57.56,2.172357933323548
57.58,2.3855836439810245
57.6,2.0731378702348406
57.62,2.8769898411064596
57.64,2.8647753544796957
57.66,2.261337972609501
57.68,1.9506749929199134
57.7,1.974373090431437
57.72,1.9244150898794683
57.74,1.664384793852448
57.76,1.9638391435980551
57.78,1.9317141165626428
57.8,1.8059835572754976
57.82,1.6956278254054387
57.84,1.617035451489431
57.86,1.935572879647084
57.88,2.358055294390202
57.9,2.0731839875435707
57.92,2.651001346976226
57.94,1.4679957510132766
57.96,1.6287638471270145
57.98,1.7206023446433953
58.0,1.856562718652277
58.02,1.8346419095629978
58.04,1.5076441676428982
58.06,1.5929749466054797
58.08,1.8054420517161918
58.1,2.270677560892243
58.12,1.5831335864287088
58.14,1.778646471212214
58.16,1.7242495289183228
58.18,1.7239619118186045
58.2,2.00269182362797
58.22,1.9791026720086606
58.24,2.177254943804221
58.26,1.6326392779964334
58.28,2.544874134686857
58.3,1.7350402634798954
58.32,2.286735114886011
58.34,1.7158642726607518
58.36,2.424248710160425
58.38,2.263978675877957
58.4,2.525138901029635
58.42,2.340621181580273
58.44,2.687613959834761
58.46,2.253430049768806
58.48,2.8425503324331602
58.5,2.2040763347780357
58.52,2.620113656250385
58.54,2.7043436491120265
58.56,2.1334154880879295
58.58,2.92951183349764
58.6,2.736326668284469
58.62,3.5473107614164507
58.64,3.1586302773558685
58.66,3.4772683725448807
58.68,3.4223245473361175
58.7,3.2485657791144815
58.72,3.6556425588135224
58.74,3.7799749529693116
58.76,2.745311189197795
58.78,3.5298291260112165
58.8,3.389193770699938
58.82,3.111235133366386
58.84,3.7399965529455286
58.86,3.381464129659842
58.88,3.7116271839510375
58.9,3.9800155064884732
58.92,3.5961804226804945
58.94,3.487476827811073
58.96,3.3496314950704087
58.98,3.189258405421992
59.0,3.8014310309482426
59.02,4.252448309389754
59.04,3.3967396686346873
59.06,3.5933668272443713
59.08,3.409708482283707
59.1,3.9075590270487015
59.12,3.324938746033871
59.14,3.3182687495440226
59.16,3.7033653134674465
59.18,3.483020027347629
59.2,3.6600929111411595
59.22,3.6996202045295776
59.24,2.9375557649561155
59.26,2.9159107061629923
59.28,3.1134453567465346
59.3,3.857946035822075
59.32,3.2895513418830338
59.34,3.3781520288448927
59.36,2.72800552625105
59.38,3.1187552855476395
59.4,2.7458012170238892
59.42,3.128246086432375
59.44,3.044002386272889
59.46,2.85240660263826
59.48,2.8608143354381057
59.5,3.269310656698914
59.52,2.2421985530331576
59.54,2.3810720654204296
59.56,2.2711606461876324
59.58,2.967735713342589
59.6,2.272289886504916
59.62,2.500858932470391
59.64,1.6716464035715808
59.66,1.729347008952026
59.68,1.9596751174955949
59.7,2.424637697320998
59.72,1.9084000233196525
59.74,1.2423129273940183
59.76,1.217844573440073
59.78,1.458587767432608
59.8,1.0655798534027028
59.82,0.9646975912322284
59.84,1.0896909289039232
59.86,1.2068448123290407
59.88,1.3836457463558347
59.9,1.5006981703212325
59.92,0.3227908132937499
59.94,0.7415222010337618
59.96,0.9435595772814014
59.98,0.317895078578902
60.0,0.3196012955590467
60.02,0.32264338907647916
60.04,0.3972300690187076
60.06,0.5560476746426699
60.08,0.4628672373448015
60.1,0.6606020886492572
60.12,1.0247009691789084
60.14,0.9186122338584877
60.16,1.2342342824757806
60.18,1.3005104216841943
60.2,1.705630610096391
60.22,1.3648924015392105
60.24,1.7015189512193107
60.26,1.4254468005496552
60.28,2.434270446094698
60.3,2.0339289212397396
60.32,1.7843376086693667
60.34,1.5413022366270042
60.36,1.7519335814828403
60.38,2.417831146083643
60.4,2.52031753317466
60.42,2.631635869375758
60.44,2.937999461452985
60.46,2.329038492465629
60.48,2.716386633207873
60.5,3.0660450172988067
60.52,2.767224401907696
60.54,3.4747903790101096
60.56,2.8341248292378536
60.58,2.999231748969341
60.6,3.354097594640977
60.62,2.4894452213478315
60.64,2.5883321426828565
60.66,2.8483723336784452
60.68,3.2364078886113634
60.7,3.2165558662314515
60.72,4.1450430686869915
60.74,3.4446505012972723
60.76,4.040025984642839
60.78,3.2458944261488747
60.8,3.317114412061179
60.82,4.603834864637132
60.84,3.6561182532689074
60.86,3.641132004359127
60.88,4.098633744146921
60.9,3.7434716553261587
60.92,3.3429016775903193
60.94,3.910473317752137
60.96,3.7045923553059477
60.98,3.551030659178716
61.0,3.6393252494302253
61.02,4.147316378644335
61.04,3.6438512566148087
61.06,4.004749388052163
61.08,3.777845102797694
61.1,4.237467780310166
61.12,3.90245193669962
61.14,3.9344680422799927
61.16,3.963157182387817
61.18,3.6516890771091877
61.2,4.024097525317438
61.22,3.0788596008689133
61.24,3.653983927830865
61.26,3.3382643576136766
61.28,3.0801969020941673
61.3,3.442660699400053
61.32,3.3209622424606002
61.34,3.801126521454714
61.36,2.5925976996448044
61.38,2.8356462459274567
61.4,2.916948660723409
61.42,2.951395717131938
61.44,2.519290538051374
61.46,2.176209140519042
61.48,2.3777840222420767
61.5,3.0743598680305184
61.52,2.6906842799880497
61.54,2.8304914258380514
61.56,2.276358356550223
61.58,2.4795380638345557
61.6,2.405345160412669
61.62,2.1234043122370188
61.64,2.3722789302028624
61.66,2.5454547912552887
61.68,2.554950623355327
61.7,1.9306378037787562
61.72,2.412460648542444
61.74,2.0319750913657533
61.76,1.971230732220959
61.78,1.180592800660717
61.8,1.8081165254892395
61.82,2.160369305971143
61.84,2.0570030552723746
61.86,2.322178672654332
61.88,0.8987066206706104
61.9,1.6233297907983557
61.92,1.2565741009781242
61.94,2.1427578185847063
61.96,1.981887935029281
61.98,2.2756345678225705
62.0,2.3988395717012025
62.02,2.260134749823472
62.04,2.1878849477147466
62.06,2.621932999258644
62.08,1.462945420350155
62.1,2.190226736681093
62.12,3.198571900244122
62.14,2.4209895662251437
62.16,2.3787351970356374
62.18,2.107206715098997
62.2,2.7410956509469293
62.22,2.579921264679243
62.24,2.794576578824333
62.26,2.996427158513774
62.28,2.6666240355611404
62.3,3.091692683677113
62.32,2.223217611603359
62.34,2.4016348820535915
62.36,2.430585500560095
62.38,2.114756452198708
62.4,2.308686702902983
62.42,3.1844230562132574
62.44,2.582403641734733
62.46,2.4868406427770644
62.48,2.7534892897387317
62.5,2.9096380811619684
62.52,2.524760031012338
62.54,3.016948956383408
62.56,3.279260121138882
62.58,2.834239408929817
62.6,2.749061604538709
62.62,3.4679055552809483
62.64,2.5349536846510405
62.66,3.3732151306153537
62.68,3.0463309144954676
62.7,2.6350813090474867
62.72,2.6790262671801695
62.74,4.0283694261573055
62.76,2.4174180336257396
62.78,3.284255748458357
62.8,3.318476812326732
62.82,3.2525619266153734
62.84,3.2286458149691257
62.86,3.258767058117738
62.88,3.3904996937015763
62.9,2.9481643207774333
62.92,3.2676598928369045
62.94,3.06129835645631
62.96,3.1074091951972296
62.98,2.5677826366659833
63.0,3.4864463847437808
63.02,2.641346061589022
63.04,3.1263156980354685
63.06,3.2612957111009453
63.08,2.3972281810822853
63.1,3.455552062912847
63.12,3.6381782347428646
63.14,2.6982406947734177
63.16,3.8971342059501355
63.18,3.5989164308354535
63.2,2.6771387981880674
63.22,2.8635610302172467
63.24,2.7545640030310516
63.26,2.705438553688314
63.28,3.676317212684519
63.3,2.591748538407542
63.32,2.637886675465653
63.34,2.8726449214732623
63.36,3.2094032943073607
63.38,3.5716857580786434
63.4,3.461206750976902
63.42,3.0365441370986557
63.44,2.671131059431333
63.46,3.4034835181079495
63.48,3.27763643864507
63.5,2.7908739293061045
63.52,3.0092915327735024
63.54,2.9819927543735933
63.56,3.343588195166525
63.58,3.4690738669645755
63.6,3.237130982415947
63.62,3.1229795943953116
63.64,3.1178243366182956
63.66,2.670697683383662
63.68,3.081158476846092
63.7,3.597119326270668
63.72,3.0630879949865033
63.74,3.7648477124165995
63.76,2.7346802568939363
63.78,3.654526535779812
63.8,3.149403077541474
63.82,2.6798832206192302
63.84,3.21872112022181
63.86,3.39201462093712
63.88,4.016071439333917
63.9,3.459097499845829
63.92,3.584108586604674
63.94,3.5351341555868965
63.96,3.286866378065802
63.98,2.739817680337054
64.0,2.9182386456553657
64.02,2.9767269869338455
64.04,3.1926186616402865
64.06,3.1178309822159043
64.08,3.4498376188079245
64.1,3.814221612936686
64.12,3.739207709551338
64.14,4.205414861501241
64.16,3.7206948457681945
64.18,3.118637639221023
64.2,3.254373765921037
64.22,3.2725127383547385
64.24,3.008809708030719
64.26,3.055219840007788
64.28,3.768344081514618
64.3,2.6685251503451948
64.32,2.991049904839731
64.34,3.3122112110272672
64.36,2.935022607074205
64.38,3.1096307360288082
64.4,3.6731474538258606
64.42,3.3756144937266366
64.44,3.649160685385625
64.46,3.5425614476548404
64.48,2.9354808519977875
64.5,2.79221154501978
64.52,2.3139908928564035
64.54,3.210811260643631
64.56,2.4815108572323914
64.58,2.748769565448351
64.6,3.1155488758070615
64.62,2.6892306383692692
64.64,2.2397389391150297
64.66,2.3890818556209745
64.68,2.4933248447093748
64.7,2.97863908126141
64.72,3.485361427990216
64.74,2.6458158777703473
64.76,2.5835414384561166
64.78,2.8783340306840026
64.8,2.5014325663594326
64.82,2.62581913423673
64.84,2.4477690372151004
64.86,2.55596073053813
64.88,2.7279966186079956
